Index	Gene	PCC	KLS Degree	KSS Degree
0	GRMZM2G102356	0.496145507838	3	0
1	GRMZM2G114380	0.136223578842	7	1
2	GRMZM5G835677	0.105834165417	7	0
3	AC212068.4_FG005	0.423532070908	9	0
4	GRMZM2G139805	-0.0280861063573	16	12
5	GRMZM2G076204	-0.0798112088861	3	0
6	GRMZM2G008623	-0.168688521818	3	0
7	GRMZM2G138800	0.469040029799	4	0
8	GRMZM2G399700	0.429761401	3	0
9	GRMZM2G101125	0.340076967461	6	0
10	GRMZM2G171426	0.320611474826	3	0
11	GRMZM2G113655	0.218052532233	12	0
12	GRMZM2G121137	0.423463796749	53	1
13	GRMZM2G017110	0.459397141826	20	0
14	GRMZM2G115574	-0.12817336986	9	0
15	GRMZM2G476810	0.20044868046	14	0
16	GRMZM2G113228	0.290405960811	3	0
17	GRMZM2G334165	0.456495223377	9	0
18	GRMZM2G033027	0.0735680805899	3	0
19	GRMZM2G119079	0.191303445247	8	0
20	GRMZM2G072219	0.294184285213	26	0
21	GRMZM2G160902	0.358245069929	4	0
22	GRMZM2G402156	0.484790736549	23	0
23	GRMZM2G469898	0.257688012616	3	0
24	GRMZM2G143780	0.239273693316	9	0
25	GRMZM2G102475	-0.272952951108	12	3
26	GRMZM2G073290	0.346751887926	21	1
27	GRMZM2G004382	0.194484770787	0	30
28	GRMZM5G835794	0.40336946419	7	0
29	GRMZM2G153823	0.444732340326	11	0
30	GRMZM2G084891	0.433018167402	3	0
31	GRMZM2G177937	0.485096018366	6	0
32	GRMZM2G157836	0.390898425834	3	0
33	GRMZM2G335618	0.279775034815	4	0
34	AC234201.1_FG003	0.249265615425	0	22
35	GRMZM2G113409	0.39663022078	3	0
36	GRMZM2G387890	0.416228078068	5	0
37	GRMZM2G101282	0.430192234283	5	0
38	GRMZM2G176307	0.422879032647	3	0
39	GRMZM5G860590	0.303813352037	15	0
40	GRMZM2G123585	0.34530151467	9	0
41	GRMZM2G082019	0.412119153272	14	0
42	GRMZM2G112285	0.376304949229	3	0
43	GRMZM5G866758	0.112459231833	4	0
44	GRMZM2G356142	0.315545139226	3	0
45	GRMZM2G085613	0.412326734693	3	0
46	GRMZM2G063322	0.130640671468	12	0
47	GRMZM2G464782	0.396046366752	18	40
48	GRMZM2G399844	0.109343353669	8	0
49	GRMZM2G477879	0.103184360771	11	0
50	GRMZM2G055172	0.317790653982	23	0
51	GRMZM2G069177	0.3035319465	4	0
52	GRMZM2G048377	0.232517491945	6	0
